No,Expt.,ClogP,Polarizability,Predicted,Residual,Predicted,Residual,Predicted,Residual,Predicted,Residual,Data Source ID,Name,SLN
932,0.15,0.19,42.661,-0.0815,0.23149999999999998,-0.0584,0.2084,-0.1573,0.3073,-0.1563,0.3063,1,acrylonitrile,N#CCH=CH2
933,-0.77,-0.36,280.608,-1.5036,0.7336,-1.1389,0.3689,-1.3597,0.5896999999999999,-1.0729,0.30289999999999995,1,amygdalin,N#CCH(OC[6]HOCH(CH(CH(CH@6OH)OH)OH)CH2OC[27]HOCH(CH(CH(CH@27OH)OH)OH)CH2OH)C[49]=CHCH=CHCH=CH@49
935,-3.12,4.84,164.787,-2.0358,-1.0842,-1.7131,-1.4069,-2.4583,-0.6617000000000002,-2.1913,-0.9287000000000001,1,tributylamine,N(CH2CH2CH2CH3)(CH2CH2CH2CH3)CH2CH2CH2CH3
936,-2.28,3.25,127.335,-0.9349,-1.3451,-0.7068,-1.5732,-1.2735,-1.0064999999999997,-1.0904,-1.1895999999999998,1,tripropylamine,N(CH2CH2CH3)(CH2CH2CH3)CH2CH2CH3
937,-4.46,4.92,239.721,-4.4341,-0.025900000000000034,-4.3817,-0.07829999999999959,-4.21,-0.25,-4.1024,-0.3575999999999997,1,amitriptyline,N(CH2CH2CH=C[10]C[11]=C(CH=CHCH=CH@11)CH2CH2C[27]=C@10CH=CHCH=CH@27)(CH3)CH3
938,-3.4,3.86,231.544,-3.2932,-0.10679999999999978,-3.2805,-0.11949999999999994,-3.1103,-0.28969999999999985,-3.0663,-0.3336999999999999,1,doxepin,N(CH2CH2CH=[S=I]C[10]C[11]=C(CH=CHCH=CH@11)OCH2C[25]=C@10CH=CHCH=CH@25)(CH3)CH3
939,-3.4,3.86,231.544,-3.2932,-0.10679999999999978,-3.2805,-0.11949999999999994,-3.1108,-0.2892000000000001,-3.0539,-0.34609999999999985,1,doxepin,N(CH2CH2CH=[S=N]C[10]C[11]=C(CH=CHCH=CH@11)OCH2C[25]=C@10CH=CHCH=CH@25)(CH3)CH3
940,-2.64,2.84,213.612,-1.6547,-0.9853000000000001,-1.5932,-1.0468000000000002,-1.722,-0.9180000000000001,-1.63,-1.0100000000000002,1,tripelenamine,N(CH2CH2N(CH2C[12]=CHCH=CHCH=CH@12)C[23]N=CHCH=CHCH=@23)(CH3)CH3
941,-3.7,3.87,269.099,-3.0499,-0.6501000000000001,-2.9981,-0.7019000000000002,-3.3242,-0.37580000000000036,-3.398,-0.30200000000000005,1,dibucaine,N(CH2CH2NHC(=O)C[12]C[13]=C(N=C(CH=@12)OCH2CH2CH2CH3)CH=CHCH=CH@13)(CH2CH3)CH2CH3
942,-1.4,2.36,183.142,-1.7812,0.3812,-1.6968,0.2968000000000002,-2.0628,0.6628000000000003,-1.9428,0.5428000000000002,1,procaine,N(CH2CH2OC(=O)C[11]=CHCH=C(CH=CH@11)NH2)(CH2CH3)CH2CH3
943,-3.84,4.81,227.659,-2.9646,-0.8754,-2.7169,-1.1231,-3.4058,-0.4341999999999997,-3.2043,-0.6356999999999999,1,stadacaine,N(CH2CH2OC(=O)C[11]=CHCH=C(CH=CH@11)OCH2CH2CH2CH3)(CH2CH3)CH2CH3
944,-2.71,3.75,202.691,-2.3371,-0.3729,-2.1782,-0.5318,-2.7474,0.03739999999999988,-2.6191,-0.09089999999999998,1,parethoxycaine,N(CH2CH2OC(=O)C[11]=CHCH=C(CH=CH@11)OCH2CH3)(CH2CH3)CH2CH3
945,-0.73,0.81,139.683,-0.7209,-0.009099999999999997,-0.8111,0.08110000000000006,-0.7079,-0.02210000000000001,-0.635,-0.09499999999999997,1,N-phenyldiethanolamine,N(CH2CH2OH)(CH2CH2OH)C[18]=CHCH=CHCH=CH@18
947,-3.03,3.39,131.069,-1.8974,-1.1325999999999998,-1.6665,-1.3634999999999997,-2.0241,-1.0059,-1.7194,-1.3105999999999998,1,"N,N-diethylaniline",N(CH2CH3)(CH2CH3)C[16]=CHCH=CHCH=CH@16
948,-0.14,1.66,89.883,0.2171,-0.3571,0.3337,-0.4737,0.0172,-0.1572,0.1286,-0.2686,1,triethylamine,N(CH2CH3)(CH2CH3)CH2CH3
949,-1.76,2.36,191.319,-2.0052,0.24519999999999986,-2.1077,0.3476999999999999,-2.7746,1.0146,-2.9256,1.1656000000000002,1,lidocaine,N(CH2CH3)(CH2CH3)CH2C(=O)NHC[23]=C(CH=CHCH=C@23CH3)CH3
950,-3.57,3.24,215.258,-3.3815,-0.1884999999999999,-3.597,0.027000000000000135,-3.4129,-0.1570999999999998,-3.5847,0.01470000000000038,1,Napropamide,N(CH2CH3)(CH2CH3)C(=O)CH(OC[21]C[22]=C(CH=CHCH=@21)CH=CHCH=CH@22)CH3
951,-0.95,1.07,119.173,-1.1685,0.21850000000000014,-1.3109,0.3609,-1.3145,0.36450000000000005,-1.443,0.4930000000000001,1,N-methylacetanilide,N(CH3)(C[6]=CHCH=CHCH=CH@6)C(=O)CH3
953,-2.36,2.01,158.174,-1.8822,-0.4777999999999998,-1.7683,-0.5916999999999999,-1.7169,-0.6430999999999998,-1.4652,-0.8947999999999998,1,aminocarb,N(CH3)(CH3)C[10]=C(CH=C(CH=CH@10)OC(=O)NHCH3)CH3
954,-1.92,2.33,106.101,-1.1615,-0.7585,-0.9486,-0.9713999999999999,-1.2771,-0.6429,-1.0266,-0.8934,1,"N,N-dimethylaniline",N(CH3)(CH3)C[10]=CHCH=CHCH=CH@10
955,-2.24,2.79,161.186,-2.7844,0.5444,-2.4998,0.2597999999999998,-2.4985,0.25849999999999973,-2.2646,0.024599999999999955,1,dimethirimol,N(CH3)(CH3)C[10]=NC(=C(C(=N@10)CH3)CH2CH2CH2CH3)OH
956,-1.95,1.7,171.5,-1.8252,-0.12480000000000002,-1.6429,-0.30709999999999993,-1.6208,-0.32919999999999994,-1.3725,-0.5774999999999999,1,pirimicarb,N(CH3)(CH3)C[10]=NC(=C(C(=N@10)CH3)CH3)OC(=O)N(CH3)CH3
958,0.84,0.0628,52.431,1.3752,-0.5352,1.4774,-0.6374000000000001,1.8085,-0.9685,1.9824,-1.1423999999999999,1,trimethylamine,N(CH3)(CH3)CH3
959,-2.34,0.86,164.181,-1.3067,-1.0332999999999999,-1.412,-0.9279999999999999,-1.3492,-0.9907999999999999,-1.3473,-0.9926999999999999,1,formetanate,N(CH3)(CH3)CH=[S=I]NC[13]=CHC(=CHCH=CH@13)OC(=O)NHCH3
960,-2.34,0.86,164.181,-1.3067,-1.0332999999999999,-1.412,-0.9279999999999999,-1.1933,-1.1466999999999998,-1.2039,-1.1360999999999999,1,formetanate,N(CH3)(CH3)CH=[S=N]NC[13]=CHC(=CHCH=CH@13)OC(=O)NHCH3
961,1.11,-0.75,65.503,0.6359,0.4741000000000001,0.4997,0.6103000000000001,0.6659,0.44410000000000005,0.5773,0.5327000000000001,1,"N,N-dimethylacetamide",N(CH3)(CH3)C(=O)CH3
962,-2.98,2.63,197.811,-2.9241,-0.05589999999999984,-3.0366,0.056599999999999984,-2.8853,-0.0947,-2.9478,-0.032200000000000006,1,diphenamid,N(CH3)(CH3)C(=O)CH(C[14]=CHCH=CHCH=CH@14)C[25]=CHCH=CHCH=CH@25
963,0.94,0.19,87.713,0.0455,0.8945,0.2379,0.7021,0.3687,0.5712999999999999,0.6923,0.24769999999999992,1,tetramethylurea,N(CH3)(CH3)C(=O)N(CH3)CH3
964,-2.93,1.66,205.94,-2.631,-0.2990000000000004,-2.7691,-0.16090000000000027,-2.4433,-0.48670000000000035,-2.5936,-0.33640000000000025,1,kasugamycin,N(CH3)(CH3)C(=O)NHC[14]=CHC(=CHCH=CH@14)OC(=O)NHC(CH3)(CH3)CH3
965,-3.54,2.32,166.351,-2.8343,-0.7057000000000002,-2.9413,-0.5987,-2.5463,-0.9937,-2.6186,-0.9214000000000002,1,isoproturon,N(CH3)(CH3)C(=O)NHC[14]=CHCH=C(CH=CH@14)CH(CH3)CH3
966,-4.16,2.02,216.151,-3.3034,-0.8566000000000003,-3.6508,-0.5092000000000003,-3.2071,-0.9529000000000001,-3.4874,-0.6726000000000001,1,difenoxuron,N(CH3)(CH3)C(=O)NHC[14]=CHCH=C(CH=CH@14)OC[25]=CHCH=C(CH=CH@25)OCH3
967,-1.6,0.98,128.899,-1.5179,-0.08210000000000006,-1.5711,-0.028900000000000148,-1.342,-0.258,-1.4013,-0.1987000000000001,1,fenuron,N(CH3)(CH3)C(=O)NHC[14]=CHCH=CHCH=CH@14
968,-0.85,1.27,150.348,-1.5387,0.6887,-1.559,0.709,-1.4457,0.5957,-1.354,0.5040000000000001,1,dimetan,N(CH3)(CH3)C(=O)OC[13]=CHC(CH2C(CH2@13)(CH3)CH3)=O
969,-5.47,5.64,246.689,-5.0948,-0.37519999999999953,-4.9762,-0.49379999999999935,-5.0665,-0.4035000000000002,-4.8821,-0.5878999999999994,1,amitraz,N(CH3)(CH=[S=I]NC[9]=C(CH=C(CH=CH@9)CH3)CH3)CH=[S=I]NC[29]=C(CH=C(CH=CH@29)CH3)CH3
970,-5.47,5.64,246.689,-5.0948,-0.37519999999999953,-4.9762,-0.49379999999999935,-4.9248,-0.5451999999999995,-4.926,-0.5439999999999996,1,amitraz,N(CH3)(CH=[S=N]NC[9]=C(CH=C(CH=CH@9)CH3)CH3)CH=[S=N]NC[29]=C(CH=C(CH=CH@29)CH3)CH3
971,-1.6,2.15,203.279,-2.8188,1.2187999999999999,-2.9994,1.3994,-2.4086,0.8085999999999998,-2.37,0.77,1,metalaxyl,N(CH(CH3)C(=O)OCH3)(C[15]=C(CH=CHCH=C@15CH3)CH3)C(=O)CH2OCH3
972,-6.2,4.63,206.659,-5.4935,-0.7065000000000001,-5.5491,-0.6509,-5.4811,-0.7189000000000005,-5.4545,-0.7454999999999998,1,6-aminochrysene,NH2C[4]C[5]=C(C[7]=C(C[9]=C(CH=CH@7)CH=CHCH=CH@9)CH=@4)CH=CHCH=CH@5
973,-1.92,2.17,122.975,-2.4777,0.5577000000000001,-2.5434,0.6234000000000002,-2.3998,0.4798,-2.4252,0.5051999999999999,1,1-naphthylamine,NH2C[4]C[5]=C(CH=CHCH=@4)CH=CHCH=CH@5
974,-4.22,2.61,158.996,-3.3995,-0.8204999999999996,-3.4034,-0.8165999999999998,-3.2776,-0.9423999999999997,-3.2825,-0.9374999999999996,1,1-aminoacridine,NH2C[4]C[5]=C(N=C[8]C(=CH@5)CH=CHCH=CH@8)CH=CHCH=@4
975,-2.35,2.92,131.069,-2.8695,0.5194999999999999,-2.8766,0.5265999999999997,-2.6523,0.3022999999999998,-2.6549,0.30489999999999995,1,"2,6-diethylaniline",NH2C[4]=C(CH=CHCH=C@4CH2CH3)CH2CH3
976,-0.85,1.4,93.617,-1.5315,0.6815000000000001,-1.592,0.7420000000000001,-1.443,0.5930000000000001,-1.4934,0.6434000000000001,1,2-methylaniline,NH2C[4]=C(CH=CHCH=CH@4)CH3
977,-1.52,1.21,98.512,-1.373,-0.14700000000000002,-1.2067,-0.3132999999999999,-1.3769,-0.1431,-1.2105,-0.3095000000000001,1,2-aminobenzoic acid,NH2C[4]=C(CH=CHCH=CH@4)C(=O)OH
978,-0.42,0.0525,90.859,-1.0096,0.5896000000000001,-1.1688,0.7488000000000001,-0.8339,0.4139,-0.9352,0.5152000000000001,1,"1,2-benzenediamine",NH2C[4]=C(CH=CHCH=CH@4)NH2
979,-0.72,0.44,85.44,-0.9496,0.22960000000000003,-1.0277,0.3077000000000001,-0.9972,0.2772,-1.0836,0.3635999999999999,1,2-aminophenol,NH2C[4]=C(CH=CHCH=CH@4)OH
980,-5.17,3.4,164.817,-4.1203,-1.0496999999999996,-4.2034,-0.9665999999999997,-4.0107,-1.1593,-4.0154,-1.1546000000000003,1,2-aminoanthracene,NH2C[4]=CHC[7]=C(CH=C[11]C(=CH@7)CH=CHCH=CH@11)CH=CH@4
981,-0.85,1.4,93.617,-1.5633,0.7132999999999999,-1.6336,0.7836,-1.4622,0.6122,-1.5133,0.6633000000000001,1,3-methylaniline,NH2C[4]=CHC(=CHCH=CH@4)CH3
982,-1.28,0.69,106.689,-1.4369,0.15690000000000004,-1.5474,0.2674000000000001,-1.4158,0.13579999999999992,-1.4723,0.19229999999999992,1,m-aminoacetophenone,NH2C[4]=CHC(=CHCH=CH@4)C(=O)CH3
983,-2.7,1.56,157.013,-2.8184,0.11839999999999984,-3.0389,0.33889999999999976,-2.6502,-0.04980000000000029,-2.761,0.06099999999999994,1,benzidine,NH2C[4]=CHCH=C(CH=CH@4)C[14]=CHCH=C(CH=CH@14)NH2
984,-2.3,1.64,169.497,-3.0493,0.7493000000000003,-3.3983,1.0983,-2.9229,0.6229,-3.1368,0.8368000000000002,1,di-(p-aminophenyl)methane,NH2C[4]=CHCH=C(CH=CH@4)CH2C[17]=CHCH=C(CH=CH@17)NH2
985,-1.21,1.4,93.617,-1.5951,0.3851,-1.6753,0.46530000000000005,-1.5075,0.2975000000000001,-1.5749,0.3649,1,4-methylaniline,NH2C[4]=CHCH=C(CH=CH@4)CH3
986,-2.63,0.94,119.173,-1.7138,-0.9161999999999999,-1.8804,-0.7495999999999998,-1.7025,-0.9275,-1.8267,-0.8032999999999999,1,p-aminopropiophenone,NH2C[4]=CHCH=C(CH=CH@4)C(=O)CH2CH3
987,-1.61,0.41,106.689,-1.3413,-0.26870000000000016,-1.5474,-0.06259999999999999,-1.3267,-0.2833000000000001,-1.4703,-0.13970000000000016,1,p-aminoacetophenone,NH2C[4]=CHCH=C(CH=CH@4)C(=O)CH3
988,-5.4,5.13,198.384,-4.4031,-0.9969000000000001,-4.1524,-1.2476000000000003,-4.4725,-0.9275000000000002,-4.2506,-1.1494,1,octyl-4-aminobenzoate,NH2C[4]=CHCH=C(CH=CH@4)C(=O)OCH2CH2CH2CH2CH2CH2CH2CH3
989,-4.6,4.6,185.9,-4.0051,-0.5949,-3.755,-0.8449999999999998,-4.0217,-0.5782999999999996,-3.793,-0.8069999999999995,1,heptyl-4-aminobenzoate,NH2C[4]=CHCH=C(CH=CH@4)C(=O)OCH2CH2CH2CH2CH2CH2CH3
990,-3.95,4.07,173.416,-3.614,-0.3360000000000003,-3.3726,-0.5774000000000004,-3.6382,-0.3118000000000003,-3.3985,-0.5515000000000003,1,hexyl-4-aminobenzoate,NH2C[4]=CHCH=C(CH=CH@4)C(=O)OCH2CH2CH2CH2CH2CH3
991,-3.26,3.54,160.932,-3.2303,-0.029699999999999616,-3.0057,-0.25429999999999975,-3.2312,-0.028799999999999937,-3.0136,-0.24639999999999995,1,pentyl-4-aminobenzoate,NH2C[4]=CHCH=C(CH=CH@4)C(=O)OCH2CH2CH2CH2CH3
993,-2.33,2.48,135.964,-2.4888,0.15879999999999983,-2.3225,-0.007500000000000284,-2.4468,0.11680000000000001,-2.2556,-0.07440000000000024,1,propyl-p-aminobenzoate,NH2C[4]=CHCH=C(CH=CH@4)C(=O)OCH2CH2CH3
994,-2.62,1.95,123.48,-2.1336,-0.48640000000000017,-2.0088,-0.6112000000000002,-2.0456,-0.5744000000000002,-1.8821,-0.7379,1,benzocaine,NH2C[4]=CHCH=C(CH=CH@4)C(=O)OCH2CH3
995,-1.59,1.41,110.996,-1.7691,0.17909999999999981,-1.6576,0.06759999999999988,-1.697,0.10699999999999998,-1.5466,-0.043400000000000105,1,methyl-4-aminobenzoate,NH2C[4]=CHCH=C(CH=CH@4)C(=O)OCH3
996,-0.4,0.83,98.512,-1.2003,0.8002999999999999,-1.1562,0.7561999999999999,-1.127,0.727,-1.0601,0.6601,1,4-aminobenzoic acid,NH2C[4]=CHCH=C(CH=CH@4)C(=O)OH
997,-0.38,-0.68,90.859,-0.6946,0.3146,-1.0906,0.7106,-0.5875,0.20750000000000002,-0.9055,0.5255,1,"1,4-benzenediamine",NH2C[4]=CHCH=C(CH=CH@4)NH2
998,-0.8,-0.29,85.44,-0.6355,-0.1645000000000001,-0.9495,0.14949999999999997,-0.5269,-0.2731,-0.7864,-0.013600000000000056,1,4-aminophenol,NH2C[4]=CHCH=C(CH=CH@4)OH
999,-0.41,0.94,81.133,-0.9494,0.5394000000000001,-1.0013,0.5913000000000002,-0.9051,0.49510000000000004,-0.9474,0.5374000000000001,1,aniline,NH2C[4]=CHCH=CHCH=CH@4
1000,-3.21,0.96,445.096,-2.3888,-0.8212000000000002,-2.5677,-0.6423000000000001,-3.2032,-0.006800000000000139,-3.3665,0.15649999999999986,3,pimaricin,NH2C[4]HCH(CH(OCH(CH@4OH)CH3)OC[22]HCH2C[27]HOC(CH2CH(CH@27C(=O)OH)OH)(CH2CH(CH2C[52]HOCH@52CH=CHC(OCH(CH2CH=CHCH=CHCH=CHCH=CH@22)CH3)=O)OH)OH)OH
1001,-3.21,0.96,445.096,-2.3819,-0.8281000000000001,-2.7338,-0.47619999999999996,-3.3985,0.1884999999999999,-3.2934,0.08340000000000014,3,pimaricin,NH2C[4]HCH(CH(OCH(CH@4OH)CH3)OC[22]HCH2C[27]HOC(CH2CH(CH@27C(=O)OH)OH)(CH2CH(CH2C[52]HOCH@52CH=CHC(OCH(CH2CH=CHCH=CHCH=CHCH=CH@22)CH3)=O)OH)OH)OH
1003,-2.1,0.46,237.503,-3.1783,1.0783,-3.5791,1.4790999999999999,-3.0335,0.9335,-3.1464,1.0463999999999998,1,tetroxoprim,NH2C[4]=NC(=C(CH=N@4)CH2C[14]=CHC(=C(C(=CH@14)OCH3)OCH2CH2OCH3)OCH3)NH2
1004,-2.86,0.79,208.228,-3.255,0.395,-3.4917,0.6316999999999999,-3.0178,0.15779999999999994,-2.9851,0.1251000000000002,1,trimethoprim,NH2C[4]=NC(=C(CH=N@4)CH2C[14]=CHC(=C(C(=CH@14)OCH3)OCH3)OCH3)NH2
1005,-1.28,0.39,94.459,-1.241,-0.038999999999999924,-1.3297,0.04970000000000008,-1.0183,-0.26170000000000004,-1.0767,-0.20330000000000004,1,"2,6-dimethyl-4-pyrimidinamine",NH2C[4]N=C(N=C(CH=@4)CH3)CH3
1006,-2.12,-0.148,90.926,-1.3487,-0.7713000000000001,-1.0801,-1.0399,-1.449,-0.671,-1.1348,-0.9852000000000001,4,purin-6-amine,NH2C[4]C[5]NHCH=NC=@5N=CHN=@4
1007,-1.53,1.09,93.617,-1.1389,-0.3911,-1.2027,-0.3272999999999999,-1.0749,-0.45510000000000006,-1.1158,-0.4142000000000001,1,benzylamine,NH2CH2C[7]=CHCH=CHCH=CH@7
1008,-1.12,0.72,110.408,-1.233,0.11299999999999999,-1.378,0.2579999999999998,-1.1342,0.01419999999999999,-1.2181,0.09809999999999985,1,Tyramine,NH2CH2CH2C[10]=CHCH=C(CH=CH@10)OH
1009,-2.7,2.55,157.198,-2.2496,-0.45040000000000013,-2.3849,-0.31510000000000016,-2.3322,-0.36780000000000035,-2.3976,-0.3024,1,11-Aminoundecanoic acid,NH2CH2CH2CH2CH2CH2CH2CH2CH2CH2CH2C(=O)OH
1010,-2.75,3.06,114.851,-2.4395,-0.3105000000000002,-2.3679,-0.3820999999999999,-2.449,-0.30100000000000016,-2.3592,-0.39080000000000004,1,n-octylamine,NH2CH2CH2CH2CH2CH2CH2CH2CH3
1011,-1.85,2.52,102.367,-1.9667,0.1166999999999998,-1.8894,0.03939999999999988,-1.9651,0.11509999999999998,-1.8698,0.019799999999999818,1,heptylamine,NH2CH2CH2CH2CH2CH2CH2CH3
1012,-1.1,1.99,89.883,-1.4985,0.39849999999999985,-1.42,0.31999999999999984,-1.4787,0.3786999999999998,-1.377,0.2769999999999999,1,hexylamine,NH2CH2CH2CH2CH2CH2CH3
1013,-1.71,2.87,114.851,-2.1415,0.4315000000000002,-2.057,0.347,-2.2212,0.5112000000000001,-2.1029,0.3929,1,2-ethylhexylamine,NH2CH2CH(CH2CH2CH2CH3)CH2CH3
1014,-0.48,0.46,110.408,-0.9813,0.5013,-1.1523,0.6723000000000001,-1.0656,0.5856000000000001,-1.2064,0.7263999999999999,1,phenylethanolamine,NH2CH2CH(OH)C[11]=CHCH=CHCH=CH@11
1015,-1.6,-0.22,132.094,-1.2212,-0.3788,-1.4466,-0.15339999999999998,-1.2511,-0.3489,-1.4351,-0.16490000000000005,1,levodopa,NH2CH(CH2C[9]=CHC(=C(CH=CH@9)OH)OH)C(=O)OH
1016,-2.57,0.38,127.787,-1.2745,-1.2954999999999999,-1.4402,-1.1298,-1.1824,-1.3876,-1.2927,-1.2772999999999999,1,L-tyrosine,NH2CH(CH2C[9]=CHCH=C(CH=CH@9)OH)C(=O)OH
1017,-1.23,1.11,123.48,-1.5274,0.2974000000000001,-1.6128,0.38280000000000003,-1.5032,0.2732000000000001,-1.5739,0.3439000000000001,1,L-tryptophan,NH2CH(CH2C[9]=CHCH=CHCH=CH@9)C(=O)OH
1018,-0.55,-1.67,92.608,0.1229,-0.6729,0.017,-0.5670000000000001,-0.0501,-0.49990000000000007,-0.1565,-0.39350000000000007,1,glutamine,NH2CH(CH2CH2C(=O)NH2)C(=O)OH
1019,0.31,-0.15,69.81,-0.0678,0.3778,-0.1413,0.45130000000000003,-0.1742,0.48419999999999996,-0.2491,0.5590999999999999,1,alpha-Aminobutyric acid,NH2CH(CH2CH3)C(=O)OH
1020,-0.74,-1.51,80.124,0.1851,-0.9251,0.2476,-0.9876,0.0181,-0.7581,0.0812,-0.8211999999999999,1,L-asparagine,NH2CH(CH2C(=O)NH2)C(=O)OH
1021,1.08,-0.51,69.81,0.1608,0.9192,-0.0057,1.0857,0.2055,0.8745,0.0915,0.9885,1,beta-aminobutyric acid,NH2CH(CH2C(=O)OH)CH3
1022,-0.09,-1.23,74.117,0.4661,-0.5561,0.2692,-0.35919999999999996,0.4117,-0.5017,0.2041,-0.29410000000000003,1,threonine,NH2CH(CH(OH)CH3)C(=O)OH
1023,-0.31,-1.15,56.292,-0.1696,-0.1404,-0.0626,-0.2474,0.0227,-0.3327,0.2526,-0.5626,1,2-cyanoguanidine,NH2C(=NC#N)NH2
1024,-2.92,-1.73,117.003,-0.9444,-1.9756,-1.2221,-1.6979,-1.05,-1.8699999999999999,-1.3378,-1.5821999999999998,1,phthalamide,NH2C(=O)C[6]=C(CH=CHCH=CH@6)C(=O)NH2
1025,-1.76,1.41,98.512,-1.5604,-0.1996,-1.0648,-0.6952,-1.7137,-0.04630000000000001,-1.3194,-0.4406000000000001,1,salicylamide,NH2C(=O)C[6]=C(CH=CHCH=CH@6)OH
1026,-0.96,0.74,94.205,-1.2244,0.26439999999999997,-1.1124,0.1524000000000001,-1.3314,0.37139999999999995,-1.2201,0.2601,1,benzamide,NH2C(=O)C[6]=CHCH=CHCH=CH@6
1027,0.61,-0.11,88.384,-0.5848,1.1947999999999999,-0.3743,0.9843,-0.6464,1.2564,-0.3857,0.9957,1,nicotinamide,NH2C(=O)C[6]=CHN=CHCH=CH@6
1028,-0.91,-0.37,82.563,-0.3583,-0.5517000000000001,0.0484,-0.9584,-0.4437,-0.46630000000000005,0.0228,-0.9328000000000001,1,2-pyrazinecarboxamide,NH2C(=O)C[6]N=CHCH=NCH=@6
1029,1.58,-1.23,40.535,0.5591,1.0209000000000001,0.4778,1.1022,0.5979,0.9821000000000001,0.5861,0.9939000000000001,1,acetamide,NH2C(=O)CH3
1030,0.96,-0.78,52.363,0.2222,0.7378,0.1901,0.7699,0.1102,0.8498,0.1334,0.8266,1,acrylamide,NH2C(=O)CH=CH2
1031,0.96,-2.11,37.777,0.331,0.629,0.1714,0.7886,0.1397,0.8203,0.0411,0.9188999999999999,1,urea,NH2C(=O)NH2
1032,0.1,0.55,82.294,-0.5901,0.6900999999999999,-0.6082,0.7081999999999999,-0.5955,0.6955,-0.502,0.602,1,o-t-butyl carbamate,NH2C(=O)OC(CH3)(CH3)CH3
1033,-0.35,1.2,110.996,-1.4866,1.1366,-1.397,1.0470000000000002,-1.5588,1.2088,-1.3798,1.0297999999999998,1,o-benzyl carbamate,NH2C(=O)OCH2C[10]=CHCH=CHCH=CH@10
1034,-1.67,0.7,146.851,-1.5066,-0.1634,-1.434,-0.236,-1.6873,0.017300000000000093,-1.2902,-0.3797999999999999,1,meprobamate,NH2C(=O)OCH2C(CH2OC(=O)NH2)(CH2CH2CH3)CH3
1035,-0.8,1.08,94.778,-1.0162,0.21619999999999995,-0.9371,0.1371,-1.0668,0.2667999999999999,-0.8253,0.02529999999999999,3,carbamic acid,NH2C(=O)OCH2C(CH3)(CH3)CH3
1036,-3.3,3.04,132.23,-2.547,-0.7529999999999997,-2.3637,-0.9362999999999997,-2.6727,-0.6273,-2.4065,-0.8935,1,n-octyl carbamate,NH2C(=O)OCH2CH2CH2CH2CH2CH2CH2CH3
1037,-2.62,2.51,119.746,-2.1036,-0.5164,-1.9146,-0.7054,-2.2272,-0.39280000000000026,-1.9499,-0.6701000000000001,1,n-heptyl carbamate,NH2C(=O)OCH2CH2CH2CH2CH2CH2CH3
1038,-1.92,1.98,107.262,-1.6644,-0.2555999999999998,-1.4779,-0.44209999999999994,-1.7587,-0.1613,-1.4837,-0.4362999999999999,1,n-hexyl carbamate,NH2C(=O)OCH2CH2CH2CH2CH2CH3
1039,-1.47,1.44,94.778,-1.2265,-0.24350000000000005,-1.0537,-0.4162999999999999,-1.3124,-0.15759999999999996,-1.0463,-0.42369999999999997,1,n-amyl carbamate,NH2C(=O)OCH2CH2CH2CH2CH3
1040,-0.66,0.91,82.294,-0.7971,0.1371,-0.6426,-0.017400000000000082,-0.8572,0.19719999999999993,-0.6114,-0.04859999999999998,1,o-butyl carbamate,NH2C(=O)OCH2CH2CH2CH3
1041,0.85,-0.15,57.326,0.0433,0.8067,0.137,0.713,0.061,0.7889999999999999,0.2592,0.5908,1,o-ethyl carbamate,NH2C(=O)OCH2CH3
1042,-0.3,0.73,82.294,-0.7039,0.4039,-0.601,0.301,-0.7373,0.43729999999999997,-0.5138,0.21380000000000005,1,o-isobutyl carbamate,NH2C(=O)OCH2CH(CH3)CH3
1044,0.97,-0.68,44.842,0.4279,0.5421,0.5175,0.4525,0.4512,0.5187999999999999,0.6584,0.3116,1,o-methyl carbamate,NH2C(=O)OCH3
1045,-3.78,5.33,189.634,-4.4419,0.6619000000000006,-3.8965,0.11650000000000027,-4.5522,0.7722000000000002,-4.1198,0.3397999999999999,1,mefenamic acid,NH(C[3]=C(C(=CHCH=CH@3)CH3)CH3)C[20]=C(CH=CHCH=CH@20)C(=O)OH
1046,-2.24,0.72,110.996,-1.3474,-0.8926000000000003,-1.3613,-0.8787000000000003,-1.5994,-0.6406000000000003,-1.7911,-0.4489000000000003,1,2-hydroxyacetanilide,NH(C[3]=C(CH=CHCH=CH@3)OH)C(=O)CH3
1047,-2.09,1.54,119.173,-1.8886,-0.2013999999999998,-1.94,-0.1499999999999999,-1.9846,-0.10539999999999994,-2.127,0.03699999999999992,1,3-methylacetanilide,NH(C[3]=CHC(=CHCH=CH@3)CH3)C(=O)CH3
1050,-1.58,1.25,119.761,-1.67,0.08999999999999986,-1.5723,-0.00770000000000004,-1.8799,0.29989999999999983,-1.851,0.2709999999999999,1,4-formylacetanilide,NH(C[3]=CHCH=C(CH=CH@3)CH=O)C(=O)CH3
1051,-0.98,0.0805,116.415,-1.2579,0.27790000000000004,-1.4287,0.4487000000000001,-1.3194,0.3393999999999999,-1.5045,0.5245,1,4-aminoacetanilide,NH(C[3]=CHCH=C(CH=CH@3)NH2)C(=O)CH3
1052,-2.37,1.63,135.964,-1.9233,-0.4467000000000001,-1.9777,-0.3923000000000001,-2.1178,-0.2522000000000002,-2.24,-0.1299999999999999,1,phenacetin,NH(C[3]=CHCH=C(CH=CH@3)OCH2CH3)C(=O)CH3
