Expt.,SLN
-3.0743,C[1](:C(:CH:C(:CH:CH:@1)NHC[12]:CH:CH:N:C[18]:C:@12:CH:CH:C(:CH:@18)Cl)CH2N(CH2CH3)CH2CH3)OH
-1.7142,OHCH2CH(C(OC[10]HCH2C[15]HCH2CH2CH(CH2@10)N@15CH3)=O)C[34]:CH:CH:CH:CH:CH:@34
-2.6203,S(C[2]:N(:CH:N:C:@2N[+1](O[-1])=O)CH3)C[15]:N:CH:N:C[20]:N:CH:NH:C:@15:@20
-1.0638,N[1](CH2C[5]:CH:CH:CH:CH:CH:@5):CH:N:CH:CH:@1
-2.4352,BrC[2]:CH:C[5]:C(CH2N(CH3)CH3):CH:NH:C:@5:CH:CH:@2
-2.6342,C[1]H(CH2CH2CH2CH2N@1CH2CH2CH2CH3)C(=O)NHC[33]:C(:CH:CH:CH:C:@33CH3)CH3
-1.8536,CH3CH(C[7]:CH:C[10]:C(:CH:CH:@7):C[16]:C(:NH:@10):CH:CH:C(:CH:@16)Cl)C(=O)OH
-4.5496,CH2(CH(CH2NHCH2CH2OC[18]:C(:CH:CH:CH:CH:@18)OCH3)OH)OC[36]:CH:CH:CH:C[43]:NH:C[46]:C(:C:@36:@43):CH:CH:CH:CH:@46
-5.7905,C[1](=C(CH2OC(CH3)=O)CH2SC[17]HCH(C(N@1@17)=O)NHC(CH2C[30]:CH:CH:CH:S:@30)=O)C(OH)=O
-2.0025,CH(CH2CH2N(CH3)CH3)(C[18]:CH:CH:CH:CH:N:@18)C[28]:CH:CH:C(:CH:CH:@28)Cl
-3.2078,BrC[2]:CH:C(:C(:CH:CH:@2)NH2)C(OH)=O
-2.2577,C[1]H:C(:CH:CH:C[8]SC[10]:CH:CH:CH:CH:C:@10N(C:@1:@8)CH2CH2CH2N(CH3)CH3)Cl
-4.0552,ClC[2]:CH:CH:C(S(=O)(=O)NHC(=O)NHCH2CH2CH3):CH:CH:@2
-3.2241,CH3N(CH3)CH2CH2CH=[S=N]C[18]C[19]:CH:CH:CH:CH:C:@19SC[30]:C@18:CH:C(:CH:CH:@30)Cl
-4.6983,C[1]H:CH:C[5]:C(:CH:C:@1Cl)NHC(=O)O@5
-4.2557,CH3C[5]:C(:N:CH:NH:@5)CH2SCH2CH2NHC(=[S=N]NCH3)NHC#N
-2.938,O=C(C[3]=CHN(C[7]HCH2CH2@7)C[15]:C(:CH:C(F):C(N[22]CH2CH2NHCH2CH2@22):CH:@15)C@3=O)OH
-2.6667,CH3N[5]CH2C[9]HCH2CH@5CH2N@9C[20]:C(:CH:C[24]:C(:CH:@20)N(CH=C(C@24=O)C(=O)OH)C[38]HCH2CH2@38)F
-5.0706,C[1]H:CH:CH:CH:C(:CH:@1)CH2CH(N(CH3)CH2C#CH)CH3
-3.2484,N[1](C[2]:C(CH2CH2C[10]:C@1:CH:CH:CH:CH:@10):CH:CH:CH:CH:@2)CH2CH2CH2NHCH3
-6.7447,ClC[2]:CH:C[5]S(=O)(=O)N=C(NHC:@5:CH:CH:@2)CH3
-2.6565,C[1]H:CH:C(:CH:CH:C:@1OH)I
-1.6916,C[1](:C(:CH:CH:CH:CH:@1)NHC[13]:C(:CH:CH:CH:C:@13Cl)Cl)CH2C(=O)OH
-3.5965,CH3N[5]CH2CH2N(CH2CH2@5)C[19]:C(:CH:C[23]:C(:CH:@19)N(CH=C(C@23=O)C(=O)OH)C[37]:CH:CH:C(:CH:CH:@37)F)F
-2.8996,O=C[2]CH(OC(CH3)=O)CH(C[14]:CH:CH:C(OCH3):CH:CH:@14)SC[30]:CH:CH:CH:CH:C:@30N@2CH2CH2N(CH3)CH3
-2.5125,CH3N(CH3)CH2CH2OCH(C[19]:CH:CH:CH:CH:CH:@19)C[30]:CH:CH:CH:CH:CH:@30
-3.6277,O=C[2]NHC(=O)NHC@2(C[10]:CH:CH:CH:CH:CH:@10)C[21]:CH:CH:CH:CH:CH:@21
-3.3621,CH3CH2N[8]CH2CH2N(CH2CH2@8)C[22]:C(:CH:C[26]:C(:CH:@22)N(CH=C(C@26=O)C(=O)OH)C[40]HCH2CH2@40)F
-5.4559,NH2C(CH2CH2SCH2C[15]:CH:S:C(N=C(NH2)NH2):N:@15)=[S=N]NS(=O)(NH2)=O
-3.5998,CH3CH(C[7]:CH:C(:CH:CH:CH:@7)OC[18]:CH:CH:CH:CH:CH:@18)C(=O)OH
-3.1589,C(C[2]:C(NHC[6]:CH:C(:CH:CH:CH:@6)C(F)(F)F):CH:CH:CH:CH:@2)(=O)OH
-2.9457,C[1]C(C(=CHN[6]CH(CH2CH2C(:C:@1@6):CH:C(:CH:@1)F)CH3)C(=O)OH)=O
-3.8561,OHC[3]:C(Br):CH:C(:C(:CH:@3)OH)C(OH)=O
-3.1811,C(CH(CH3)C[8]:CH:C(:C(:CH:CH:@8)C[17]:CH:CH:CH:CH:CH:@17)F)(=O)OH
-2.6468,O=C(NHS(=O)(C[7]:CH:CH:C(CH2CH2NHC(C[22]:N:CH:C(CH3):N:CH:@22)=O):CH:CH:@7)=O)NHC[42]HCH2CH2CH2CH2CH2@42
-3.6982,N[1]H:CH:N:C[6]N=C(NH2)NHC(=O)C:@1:@6
-5.3546,O=C[2]N(C(=O)NHC(=O)C@2(C[11]CH2CH2CH2CH2CH=@11)CH3)CH3
-3.7326,S[1](=O)(=O)NHCH2NHC[11]:C@1:CH:C(S(=O)(=O)NH2):C(:CH:@11)C(F)(F)F
-4.1518,C(C[2]:CH:CH:C(:CH:CH:@2)OH)(=O)OH
-5.4881,CH(CH3)(CH3)CH2C[14]:CH:CH:C(:CH:CH:@14)CH(CH3)C(=O)OH
-4.4274,CH3CH2N[8]CH=C(C(=O)C[14]:CH:C(:C(:C(:C@8:@14)F)N[22]CH2CH2NHCH(CH2@22)CH3)F)C(=O)OH
-2.6731,NH(CH3)CH2CH2CH2C[16]C[17]:C(CH(C[21]:CH:CH:CH:CH:C@16:@21)CH2CH2@16):CH:CH:CH:CH:@17
-2.9665,C(C[2]:C(NHC[6]:C(:C(:CH:CH:CH:@6)CH3)CH3):CH:CH:CH:CH:@2)(=O)OH
-1.4644,O=C(NHC[5]:CH:CH:C(:CH:CH:@5)OH)CH3
-3.5944,CH3CH2N(CH2CH3)CH2CH2NHC(=O)C[26]:CH:C(:C(:CH:C:@26OCH3)NH2)Cl
-2.3328,OHCH2CH2N[9]:C(:N:CH:C:@9N[+1](O[-1])=O)CH3
-4.6914,C[1]H:CH:C(:C(:CH:C:@1Cl)Cl)CH2OCH(CH2N[21]:CH:CH:N:CH:@21)C[29]:C(:CH:C(:CH:CH:@29)Cl)Cl
-6.7447,CH3CH2N[8]CH=C(C(=O)C[14]:C@8:N:C(:CH:CH:@14)CH3)C(=O)OH
-3.5655,CH2=CHCH2N[9]CH2CH2C[16]C[17]HC(=O)CH2CH2C@16(CH@9CH2C[33]:C@16:C(:C(:CH:CH:@33)OH)O@17)OH
-1.2214,O=C(OH)CH(CH3)C[11]:CH:CH:C[16]:CH:C(:CH:CH:C:@16:CH:@11)OCH3
-5.0685,C(C[2]:CH:CH:CH:N:C:@2NHC[13]:CH:C(:CH:CH:CH:@13)C(F)(F)F)(=O)OH
-3.6101,O=C[2]NHC(CH2N@2N=[S=N]CHC[13]:CH:CH:C(:O:@13)N[+1](=O)O[-1])=O
-2.8978,CH3CH2N[8]CH=C(C(=O)C[14]:CH:C(:C(:CH:C@8:@14)N[22]CH2CH2NHCH2CH2@22)F)C(=O)OH
-4.4961,NH(CH2CH2CH=C[11]C[12]:C(CH2CH2C[20]:C@11:CH:CH:CH:CH:@20):CH:CH:CH:CH:@12)CH3
-4.5789,S(=O)(=O)(NH2)C[7]:S:C(NHC(=O)CH3):N:N:@7
-3.2385,CH3C[5]HCH2OC[11]:C[12]N@5CH=C(C(=O)C:@12:CH:C(:C:@11N[24]CH2CH2N(CH2CH2@24)CH3)F)C(=O)OH
-2.7565,C[1](C(=C(CH(C[6]HCH(C[10]HC(C[13]:CH:CH:CH:C(:C:@13C(C@10=C(C@1@6OH)OH)=O)OH)(CH3)OH)OH)N(CH3)CH3)OH)C(=O)NH2)=O
-4.0168,C[1](:N:CH:CH:C[7]:CH:C(:C(:CH:C:@1:@7)OCH3)OCH3)CH2C[28]:CH:C(:C(:CH:CH:@28)OCH3)OCH3
-1.2655,C[1]:C(:CH:CH:C[7]:CH:CH:CH:N:C:@1:@7):CH:CH:CH:N:@1
-3.0881,C[1]H:CH:CH:C(:CH:CH:@1)N=[S=N]NC[14]:C(:N:C(:CH:CH:@14)NH2)NH2
-3.8672,C[1](NHC(C(C(NH@1)=O)(C[10]:CH:CH:CH:CH:CH:@10)CH2CH3)=O)=O
-1.618,N[1](N(C(CH(C@1=O)CH2CH2CH2CH3)=O)C[22]:CH:CH:CH:CH:CH:@22)C[33]:CH:CH:CH:CH:CH:@33
-4.1933,C(C[2]:C(C(=O)OH):CH:CH:CH:CH:@2)(=O)OH
-2.2935,CH2(CH(CH2NHCH(CH3)CH3)OH)OC[24]:C[25]:CH:CH:NH:C:@25:CH:CH:CH:@24
-4.3908,S[1](N(C(=C(C[5]:C@1:CH:CH:CH:CH:@5)OH)C(=O)NHC[21]:CH:CH:CH:CH:N:@21)CH3)(=O)=O
-1.4927,CH2(CH(CH2NHCH(CH3)CH3)OH)OC[24]:C(:CH:CH:CH:CH:@24)CH2CH=CH2
-3.7881,NH2C[4]:CH:CH:C(C(OCH2CH2N(CH2CH3)CH2CH3)=O):CH:CH:@4
-4.8019,OHCH(CH2NHCH(CH3)CH3)CH2OC[24]:C[25]:C(:CH:CH:CH:CH:@25):CH:CH:CH:@24
-1.7191,OHCH(C[5]HN[7]CH2CH2CH(CH(CH2@7)CH=CH2)CH2@5)C[29]:C[30]:CH:C(OCH3):CH:CH:C:@30:N:CH:CH:@29
-3.4938,S(CH2C[5]:O:C(CH2N(CH3)CH3):CH:CH:@5)CH2CH2NHC(NHCH3)=[S=I]CHN[+1](O[-1])=O
-2.7865,C[1]H2CH2N(CH2CH2NH@1)C[16]:C(:CH:C[20]:C(:CH:@16)N(CH=C(C@20=O)C(=O)OH)C[34]:CH:CH:C(:CH:CH:@34)F)F
-2.5009,CH3C[5]HCH2N(CH2CH(NH@5)CH3)C[22]:C(:C[24]:C(:C(:C:@22F)NH2)C(=O)C(=CHN@24C[38]HCH2CH2@38)C(=O)OH)F
-3.1334,C(CH3)(=O)NHS(=O)(=O)C[12]:CH:CH:C(:CH:CH:@12)NH2
-3.3711,S(=O)(=O)(NHC[6]:N:C(:CH:C(:N:@6)CH3)CH3)C[21]:CH:CH:C(NH2):CH:CH:@21
-1.5199,C(C[2]:C(:CH:CH:C(:CH:@2)N=[S=N]NC[13]:CH:CH:C(:CH:CH:@13)S(=O)(=O)NHC[28]:CH:CH:CH:CH:N:@28)OH)(=O)OH
-2.7325,NH2C[4]:CH:CH:C(S(NHC[13]:N:CH:CH:S:@13)(=O)=O):CH:CH:@4
-6.1367,C[1]H2C[4]HCH2C[9]HCH2CH@1CH2C(CH2@4)(CH2@9)NH2
-2.6892,CH3C[5]=C(C[7]:C(C@5=[S=I]CHC[12]:CH:CH:C(:CH:CH:@12)S(=O)CH3):CH:CH:C(:CH:@7)F)CH2C(=O)OH
-3.6778,C(C[2]:CH:CH:C(:CH:CH:@2)NHCH2CH2CH2CH3)(=O)OCH2CH2N(CH3)CH3
-3.0109,CH3C[5](C[6]HCH2C[11]HCH(C(=O)C(=[S=I]C(NH2)OH)C(=O)C@11(C(=O)C@6=C(C[31]:C@5:CH:CH:CH:C:@31OH)OH)OH)N(CH3)CH3)OH
-2.926,C[1](:CH:C(CH3):CH:CH:C:@1CH(CH3)CH3)OH
-2.1857,CH3C[5]:CH:CH:C(:CH:CH:@5)C(=O)C[17]:CH:CH:C(:N:@17CH3)CH2C(=O)OH
-4.0919,S[1](NHCH(NHC[8]:C@1:CH:C(:C(:CH:@8)Cl)S(=O)(=O)NH2)CH(Cl)Cl)(=O)=O
-3.18,C[1](:N:C(:C(:CH:N:@1)CH2C[11]:CH:C(:C(:C(:CH:@11)OCH3)OCH3)OCH3)NH2)NH2
-2.9511,N[1](C[2]:C(CH2CH2C[10]:C@1:CH:CH:CH:CH:@10):CH:CH:CH:CH:@2)CH2CH(CH2N(CH3)CH3)CH3
-4.7889,NH2CH2CH2C[10]:CH:NH:C[15]:CH:CH:CH:CH:C:@10:@15
-3.2956,N#CC(CH(CH3)CH3)(CH2CH2CH2N(CH2CH2C[30]:CH:CH:C(OCH3):C(OCH3):CH:@30)CH3)C[53]:CH:CH:C(OCH3):C(OCH3):CH:@53
-3.9758,CH3N(CH3)CH2CH2CH=C[18]C[19]:CH:CH:CH:CH:C:@19CH2CH2C[35]:CH:CH:CH:CH:C@18:@35
-4.7838,O=C[2]C(CH(CH2C(CH3)=O)C[15]:CH:CH:CH:CH:CH:@15)=C(OH)C[29]:C(O@2):CH:CH:CH:CH:@29
-2.43,C[1](C[2]N(C(=CHN=@2)C(=O)NH2)CH2CH2C[19]=C@1CH=CHCH=CH@19)CH2CH2NHCH2CH2@1
-4.396,C[1](=C[2]C(=C(C[5]=C@1CH=CHCH=CH@5)CH3)CH=CHCH=CH@2)CH2N[30]CH2CH2OCH2CH2@30
-1.275,C[1]C[2]HC[4]HC[6]HCH2CH@1N[+1](CH2CH2@1)(CH2C@6=CHCH2OCH@4CH2C(N@2C[37]=C@1CH=CHCH=CH@37)=O)O[-1]
-5.593,C[1]N(C[3]=C(SC=@1CH=CHCH=CH@1)CH=CHCH=CH@3)CH3
-1.738,C[1](C(NHCH2C(OH)=O)=O)=CHCH=CHCH=CH@1
-3.065,C[1](C[2]=CHCH=CHCH=CH@2)=NC[14]HC(=N@1)CH=NCH=N@14
-4.819,C[1](C[2]OC(=CHCH=@2)N[+1](O[-1])=O)=NC[13]=C(NH@1)CH=CHC(=CH@13)Cl
-4.966,C[1](=C(SC(=N@1)C[6]=CHCH=CHCH=CH@6)CH2C(OH)=O)C[24]=CHCH=C(CH=CH@24)Cl
-4.244,S(C[2]C(=NON[+1]=@2O[-1])OCH2CH3)(C[16]=CHCH=CHCH=CH@16)(=O)=O
-1.959,C[1](C(OCH2CH3)=O)=CHCH=C(CH=CH@1)OH
-2.706,C[1](C(OCH2CH2CH3)=O)=CHCH=C(CH=CH@1)OH
-2.511,C[1]H(C[3]=CHCH=CHCH=CH@3)CH2C(CH2C(CH2@1)=O)=O
-2.987,C[1](C(OCH2CH2CH2CH3)=O)=CHCH=C(CH=CH@1)OH
-3.553,C[1](C(OCH3)=O)=CHCH=C(CH=CH@1)C(OCH3)=O
-3.509,S(C[2]=CHCH=C(CH=CH@2)CH3)(N(Cl)Cl)(=O)=O
-3.23,C[1](=C(C(=CHC(=CH@1)Cl)Cl)OCH2C(OH)=O)Cl
-2.312,C[1]=C(CH(OC@1=O)CH2CH3)CH=CHC(=CH@1)C#N
-2.676,C[1](=NC(=NC(=N@1)SCH3)NHCH2CH3)NHCH2CH3
-0.815,P[1](N(CH2CH2Cl)CH2CH2Cl)(OCH2CH2CH2NH@1)=O
-1.367,C[1]=C(N=C(CH2C(=N@1)CH3)CH3)CH=CHCH=CH@1
-2.654,C[1]S(CH=CHC=@1CH=C(CH=CH@1)CH3)(=O)=O
-3.056,C[1](C(OCH2CH2CH2CH3)=O)=CHCH=C(CH=CH@1)NH2
-3.886,C[1]C[2]=C[3]C(=CHC=@1CH2CH2CH2N@1CH2CH2CH2@2)C(=CHC(O@3)=O)CH3
-3.433,N[1]C[2]=C(C(=NCH2C@1=NN=C@1CH3)C[17]=CHCH=CHCH=CH@17)CH=C(CH=CH@2)Cl
-2.369,N[1](C(SCH2CH3)=O)CH2CH2CH2CH2CH2CH2@1
-2.665,S[1](C[2]=C(C(=CH@1)CH3)CH=CHCH=CH@2)(=O)=O
-2.222,C[1](SCH(CH2S@1)CH2OC(=O)NH2)(CH3)CH3
-2.621,C[1](=C(CH=C(NH@1)CH3)CH3)C(OCH2CH3)=O
-1.886,C[1](OCH(CH2O@1)CH2OC(=O)NH2)CH2CH2CH2CH2CH2@1
-3.522,C[1](SCH(CH2S@1)CH2OC(=O)NH2)CH2CH2CH2CH2CH2@1
-3.012,N[1](C[2]=C(CH=CHC[8]=C@1CH=CHCH=CH@8)CH=CHCH=CH@2)C(=O)NH2
-5.227,C[1]=C(CH=C[5]C(=CH@1)CH=C(O@5)CH3)OC(CH=C@1CH3)=O
-3.319,C[1]C(CH=C(C(=N@1)CH3)CH3)=CHCH=CHC=@1OH
-1.088,C[1]C(CH=CHC(=N@1)C(OH)=O)=CHCH=CHCH=@1
-0.043,C[1]C(=CHCH=C(CH=@1)C(OH)=O)N=CHCH=CH@1
-3.73,C[1]C[2]=C(NHC=@1CH=NCH=CH@1)CH=CHCH=CH@2
-3.278,S(C[2]=CHCH=CHCH=CH@2)(N(Br)Br)(=O)=O
-2.824,C[1](OCH(CH2S@1)CH2OC(=O)NH2)CH2CH2CH2CH2CH2@1
-1.742,C[1]=C(C(OH)=O)CH=CHCH=C@1CH=CHCH=N@1
-2.675,C[1]=C(C(OH)=O)CH=CHCH=C@1N=CHCH=CH@1
-4.904,C[1](CH(C[4]=CHCH=CHCH=CH@4)CH2C(=O)CH3)=C(C[25]=C(OC@1=O)CH=CHCH=CH@25)OH
-3.114,C[1](CH2OCH(OCH2@1)CH(CH3)CH3)CH2OCH(OCH2@1)CH(CH3)CH3
-2.677,C[1](=CHC(OCH3)=CHC(=CH@1)OCH3)OCH3
-1.837,C[1](C(OCH2CH2CH2CH3)=O)=CHN=CHCH=CH@1
-1.552,C[1]C(N=CHC(=N@1)SCH3)=CHN=CHN=@1
-1.756,C[1]C(=CHN=C(N=@1)SCH3)N=CHCH=N@1
-1.144,C[1]C(N=C(C(=N@1)CH3)CH3)=CHN=C(N=@1)CH3
-0.599,N[1](C(CH=CHCH=CH@1)=O)CH2CH2C(OH)=O
-3.102,C[1](C(C(CH2OH)=O)(CH2CH2CH@1C[18]HCH(CH(CH2@1)OH)C[29](C(CH2CH2@18)=CHC(CH=CH@29)=O)CH3)OH)CH3
-3.243,C[1](C(C(CH2OH)=O)(CH2CH2CH@1C[18]HCH(CH(CH2@1)OH)C[29](C(CH2CH2@18)=CHC(CH2CH2@29)=O)CH3)OH)CH3
-3.11,C[1](C(C(CH2OH)=O)(CH2CH2CH@1C[18]HCH(C(CH2@1)=O)C[27](C(CH2CH2@18)=CHC(CH2CH2@27)=O)CH3)OH)CH3
-0.962,P[1](N(CH2CH2Cl)CH2CH2Cl)(OCH2CH2CH2CH2NH@1)=O
-0.849,C[1](C[2]=CHCH=CHCH=CH@2)=NC(C(NH@1)=O)(CH3)CH3
-3.064,C[1](=C(CH=C[5]C(=CH@1)OCH2O@5)CH2OH)N[+1](O[-1])=O
-3.682,C[1](=C(C(OCH3)=O)CH=CHCH=CH@1)C(C[19]=CHCH=CHCH=CH@19)=O
-3.399,C[1](C[2]HC[4]HCH(O@1)C[9]HCH@1C[13]HCH@2CH@4CH@9CH2@13)NHCH2C[29]=CHCH=CHCH=CH@29
-0.12,C[1]C(N=C(C(=N@1)CH2CH3)CH2CH3)=CHN=CHN=@1
-0.938,N[1](C[2]=CHCH=CHCH=CH@2)C(=CHC(=N@1)CH3)NH2
-2.907,C[1]=C(C(OC@1(CH3)CH3)=O)CH=C(CH=CH@1)C#N
-2.365,C[1]C(=NCH=NC=@1SCH3)N=CHCH=N@1
-3.122,C[1]=C(CH=CHC(=CH@1)OCH3)CH=CHC(O@1)=O
-3.62,C[1]=C(C(=CHCH=C@1CH=NCH=N@1)CH2CH=CH2)OH
-2.131,C[1](S(OCH2CH3)(=O)=O)=CHCH=CHCH=CH@1
-1.21,C[1]=C(CH2C(O@1)(CH3)CH3)CH=CHCH=C@1OC(NHCH3)=O
0.359,C[1]C(=CHN=C(N=@1)N(CH3)CH3)N=CHCH=N@1
-0.022,C[1]C(N=CHC(=N@1)N(CH3)CH3)=CHN=CHN=@1
-5.592,C[1]=C(NHC[5]=C(S@1)CH=CHCH=CH@5)CH=CHCH=CH@1
-2.037,C[1]=C(CH=CHCH=CH@1)NHCH=C@1CH2C(OH)=O
-3.931,C[1]=C(C(=CHC(=C@1OCH3)OCH3)Br)CH2OC@1=O
-3.794,C[1]C[2]=C(NHC=@1C(=NCH=CH@1)CH3)CH=CHCH=CH@2
-1.67,N[1](C[2]=CHCH=CHCH=CH@2)C(=C(C(=N@1)CH3)CH3)NH2
-4.53,C[1](C(NHC(CH2CH2@1)=O)=O)(CH2CH3)CH2CH3
-1.743,C[1](C(OCH2CH3)=O)=CHNHC(N=CH@1)=S
-4.572,S[1](C[2]=C(C[4]=C@1CH=CHCH=CH@4)CH=CHCH=CH@2)(=O)=O
-2.921,C[1]C(=C(CH=CHCH=@1)OH)N=CHN=C@1CH2CH2CH3
-2.055,C[1]C(=NC(=CHCH=@1)CH2N[+1](O[-1])=O)CH=CHCH=CH@1
-3.8,C[1]=C(C(CH=CHC@1=[S=I]NOH)=[S=N]NOH)CH=CHCH=N@1
-2.522,C[1](C(NHCH2CH2CH2CH2CH2CH3)=O)=CHN=CHCH=CH@1
-0.731,C[1](NHC(C[5]N=CHCH=NCH=@5)=O)=NC(=CHCH=N@1)CH3
-1.917,C[1](C(NHC(C(NH@1)=O)(CH2CH3)CH3)=O)(CH2CH3)CH3
-3.716,C[1]C(=NC[4]=C(S@1)CH=CHCH=CH@4)CH=CHC(CH=@1)=O
-2.977,C[1](C(NHC[5]N=CHCH=CHCH=@5)=O)=CHN=CHCH=CH@1
-0.451,C(C[2]NHC[5]=C(N=@2)N=CHN=CH@5)(F)(F)F
-2.287,C[1]=C(N=C(C(=N@1)CH3)CH3)N=CHNHC@1=O
-4.353,C[1](C[2]=CHCH=C(CH=CH@2)CH3)SC[17]=C(N=@1)CH=CHCH=CH@17
-3.74,C[1]=C(CH=C[5]C(=CH@1)CH=CHO@5)OC(CH=CH@1)=O
-2.027,N[1](C(=C(C(CH=CH@1)=O)OH)CH3)C[16]=CHCH=CHCH=CH@16
-3.222,N[1](C(=C(C(CH=CH@1)=O)OH)CH3)C[16]=CHCH=C(CH=CH@16)CH3
-3.933,C[1]=C(OCH2CH(CH2NHCH(CH3)CH3)OH)CH=CHCH=C@1NHCH=CH@1
-3.197,C[1](C(NHCH2CH2CH2CH2CH2CH2CH3)=O)=CHN=CHCH=CH@1
-3.487,C[1](C[2]OCH=CHCH=@2)NHC[12]=C(N=@1)CH=CHCH=CH@12
-5.399,P(OC[3]=C(CH=C(C(=N@3)Cl)Cl)Cl)(OCH2CH3)(OCH2CH3)=S
-2.412,C[1](CH(C(N=C(NH@1)CH3)=O)C(=O)NH2)=O
-2.884,C[1]C(=C(OC=@1CH=CHCH=CH@1)C(OH)=O)OCH3
-3.042,C[1]=C(NHC(C(NH@1)=O)=O)CH=CHC(=CH@1)CH3
-3.624,C[1]=C(C(NHC(NH@1)=O)=O)NHC(NH@1)=O
-4.035,C[1]=C(C(NHC(NH@1)=O)=S)NHC(NH@1)=O
-2.854,C[1]=C(NHC(CH2NHC@1=O)=O)CH=CHCH=CH@1
-1.022,C[1]=C(N(CH3)CH3)N=CHN=C@1N=CHCH=N@1
-2.6,C[1]=C(CH=CHC(=CH@1)NHC(=O)CH3)CH2OC@1=O
-2.651,C[1]=C(CH=CHC(=CH@1)N[+1](O[-1])=O)CH2OC@1=O
-2.319,C[1](C(NHC[5]HCH2CH2CH2CH2CH2@5)=O)=CHN=CHCH=CH@1
-4.462,C[1]=C(C(C[4]=C(N@1CH3)CH=CHCH=CH@4)=O)CH=CHCH=CH@1
-1.882,C[1]=C(C(=CHCH=C@1CH2OC@1=O)OCH3)OCH3
-3.041,C[1]C(N=C(C(=N@1)CH2CH3)CH2CH3)=NC(=NCH=@1)NH2
-1.444,CH(C[3]=CHCH=CHCH=CH@3)(CH2C(OH)=O)CH2C(=O)CH3
-1.696,N[1](C[2]=CHCH=CHCH=CH@2)C(=NC(NH@1)=O)NH2
-2.197,C[1](C(NHC(NHC@1=O)=O)=O)(CH2CH=[S=N]CHCH3)CH2CH=[S=N]CHCH3
-2.468,N[1](C[2]=CHCH=CHCH=CH@2)C(N=C(NH@1)NH2)=O
-1.099,C[1](OC(=CHC(CH=@1)=O)C(OH)=O)C(OH)=O
-1.489,C[1]=C(N=C(C(N@1CH3)=O)CH3)CH=NCH=N@1
-2.397,C[1](C(NHC(NHC@1=O)=O)=O)(CH2CH3)CH2CH3
-2.324,C[1](C(NHC(NHC@1=O)=S)=O)(CH2CH3)CH2CH3
-2.101,C[1]=C(C(CH2CH(CH2@1)C(OH)=O)=O)CH=CHCH=CH@1
-3.194,C(N(C[3]=CHCH=CHCH=CH@3)OH)(C[16]OCH=CHCH=@16)=O
-2.62,C[1]=C(C(NHC(N@1CH3)=O)=O)N(CH=N@1)CH3
-0.976,C[1](OC[3]N=CHCH=CHCH=@3)=NN(C(=CH@1)CH3)CH3
-0.771,C[1](C[2]OC(=NN=@2)NH2)=CHCH=C(CH=CH@1)OH
-5.161,C[1]C(=CHC[5]=C(C=@1CH3)OC(CH=C@5CH3)=O)CH=C(O@1)C(OCH3)=O
-3.008,C[1](C(NHCH2CH2CH2CH2CH2CH2CH2CH3)=O)=CHN=CHCH=CH@1
-2.089,C[1](CH2C(NHC(NH@1)=O)(NHC(NH@1)=O)CH3)CH3
-2.313,C[1](C(NHC(C(NH@1)=O)(CH2CH3)CH2CH3)=O)(CH2CH3)CH2CH3
-2.309,C[1](C(NHC(NHC=@1CH3)=O)=O)CH2C(OH)=O
-3.335,C[1]=C(C(NHC(NH@1)=O)=O)N=CHC(NH@1)=O
-2.06,C[1](C(NHC(NHC@1=O)=O)=O)(CH2CH=CH2)CH2CH=CH2
-1.626,C[1](C(NHC(NHCH=@1)=O)=O)CH2C(OH)=O
-2.283,C(CH(OH)CH3)(NHCH2CH2CH2CH2CH2CH2CH2CH3)=O
-1.284,S(N(CH2CH3)CH2CH3)(N(CH2CH3)CH2CH3)=O
-1.121,CH(CH(CH3)CH3)(C(OH)=O)NHCH2CH2C#N
-0.984,CH(CH(CH2CH3)CH3)(C(OH)=O)NHCH2CH2C#N
-0.174,N(CH(C(OH)=O)CH3)(CH2CH2C#N)CH2CH2C#N
-2.111,P(SCH2CH2SCH2CH3)(OCH2CH3)(OCH2CH3)=O
-0.456,P(CH(C(Cl)(Cl)Cl)OH)(OCH3)(OCH3)=O
-4.284,P(SCH2SC(CH3)(CH3)CH3)(OCH2CH3)(OCH2CH3)=S
-1.678,N[+1](OCH2CH2CH2CH2ON[+1](O[-1])=O)(O[-1])=O
-2.846,P(OCH2CH2CH2CH3)(OCH2CH2CH2CH3)(OCH2CH2CH2CH3)=O
-1.659,O(CH(CH2CH2ON[+1](O[-1])=O)CH3)N[+1](O[-1])=O
-0.534,C(CH2NHC(CH2NH2)=O)(NHCH2C(OH)=O)=O
-2.216,CH(CH2CH(ON[+1](O[-1])=O)CH3)(ON[+1](O[-1])=O)CH3
-2.188,N[+1](OCH2CH2CH2CH2CH2ON[+1](O[-1])=O)(O[-1])=O
-1.143,CH(N(CH2CH2C#N)CH2CH2C#N)(CH2CH(CH3)CH3)C(OH)=O
-2.675,CH(CH2CH2CH(ON[+1](O[-1])=O)CH3)(ON[+1](O[-1])=O)CH3
-1.326,CH(N(CH2CH2C#N)CH2CH2C#N)(C(OH)=O)CH2CH2SCH3
-0.695,CH(CH(CH(OH)CH3)OH)(CH(CH=[S=N]NNHC(=O)NH2)OH)OH
-1.912,C[1]=C(N=C(C(=N@1)CH2CH3)CH2CH3)N=CHNHC@1=O
-2.846,CH(C(OH)=O)(CH2SCH2CH2SCH2CH(C(OH)=O)NH2)NH2
